name,ra,dec,bluemag,redmag,max_alt,min_airmass,hours_above_30,observable,window_start,window_end,best_time,moon_illumination,moon_alt_max,moon_up_hours,min_moon_sep,min_moon_sep_moon_up,sun_ra_sep,season_score,season_category,skyq_category,product_page_html,altitude_airmass_plot,sky_path_plot,simbad_url,sdss_navigate_url,sdss_finding_chart_url,product_page_link_html,altitude_airmass_plot_link_html,sky_path_plot_link_html,simbad_link_html,sdss_navigate_link_html,sdss_finding_chart_link_html
SN2025nox,306.6440916666666,-4.116286111111111,,,52.281258890290445,1.2631448718156766,4.100502512562741,True,2026-06-07T06:57:35.276,2026-06-07T11:00:00.000,2026-06-07T10:12:57.889,0.6229701234982596,42.927900941358125,4.402010050251178,25.344491445715946,29.365927285513184,128.96876142247731,0.5139882657904087,Prime,Prime,data/products/latest/pages/SN2025nox_0106.html,data/products/latest/altitude_airmass/SN2025nox_0106_altitude_airmass.png,data/products/latest/sky_path/SN2025nox_0106_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=306.6440917+-4.1162861&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=306.6440917&dec=-4.1162861,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=306.6440917&dec=-4.1162861&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/SN2025nox_0106.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/SN2025nox_0106_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/SN2025nox_0106_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=306.6440917+-4.1162861&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=306.6440917&amp;dec=-4.1162861"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=306.6440917&amp;dec=-4.1162861&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024rvx,306.90612083333326,11.615838888888888,,,68.01235730584466,1.077928405117959,4.884422110552677,True,2026-06-07T06:10:33.166,2026-06-07T11:00:00.000,2026-06-07T10:12:57.889,0.6229701234982596,42.927900941358125,4.402010050251178,33.88232127473839,36.28687819155292,128.706726029852,0.5114926903545167,Prime,Prime,data/products/latest/pages/AT2024rvx_0107.html,data/products/latest/altitude_airmass/AT2024rvx_0107_altitude_airmass.png,data/products/latest/sky_path/AT2024rvx_0107_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=306.9061208+11.6158389&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=306.9061208&dec=11.6158389,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=306.9061208&dec=11.6158389&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024rvx_0107.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024rvx_0107_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024rvx_0107_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=306.9061208+11.6158389&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=306.9061208&amp;dec=11.6158389"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=306.9061208&amp;dec=11.6158389&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024rbv,307.5760875,9.157,,,65.55542756984822,1.097902375640574,4.763819095477302,True,2026-06-07T06:17:47.337,2026-06-07T11:00:00.000,2026-06-07T10:16:34.975,0.6229701234982596,42.927900941358125,4.402010050251178,31.704016174255187,34.29457467223132,128.0367597152336,0.5051120579607057,Prime,Prime,data/products/latest/pages/AT2024rbv_0108.html,data/products/latest/altitude_airmass/AT2024rbv_0108_altitude_airmass.png,data/products/latest/sky_path/AT2024rbv_0108_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=307.5760875+9.1570000&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=307.5760875&dec=9.1570000,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=307.5760875&dec=9.1570000&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024rbv_0108.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024rbv_0108_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024rbv_0108_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=307.5760875+9.1570000&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=307.5760875&amp;dec=9.1570000"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=307.5760875&amp;dec=9.1570000&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024rce,307.6234541666666,1.1865861111111111,,,57.585820884439705,1.183767845442731,4.341708542713491,True,2026-06-07T06:43:06.935,2026-06-07T11:00:00.000,2026-06-07T10:16:34.975,0.6229701234982596,42.927900941358125,4.402010050251178,26.818692073693324,30.249929102542406,127.98939301154354,0.5046609465618703,Prime,Prime,data/products/latest/pages/AT2024rce_0109.html,data/products/latest/altitude_airmass/AT2024rce_0109_altitude_airmass.png,data/products/latest/sky_path/AT2024rce_0109_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=307.6234542+1.1865861&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=307.6234542&dec=1.1865861,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=307.6234542&dec=1.1865861&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024rce_0109.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024rce_0109_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024rce_0109_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=307.6234542+1.1865861&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=307.6234542&amp;dec=1.1865861"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=307.6234542&amp;dec=1.1865861&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025ixs,307.91751666666664,-11.083302777777778,,,45.3165514308,1.404879989176547,3.557788944723555,True,2026-06-07T07:30:09.045,2026-06-07T11:00:00.000,2026-06-07T10:16:34.975,0.6229701234982596,42.927900941358125,4.402010050251178,22.46016697802728,27.026024486448296,127.69533474950624,0.5018603886121339,Prime,Prime,data/products/latest/pages/AT2025ixs_0110.html,data/products/latest/altitude_airmass/AT2025ixs_0110_altitude_airmass.png,data/products/latest/sky_path/AT2025ixs_0110_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=307.9175167+-11.0833028&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=307.9175167&dec=-11.0833028,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=307.9175167&dec=-11.0833028&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025ixs_0110.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025ixs_0110_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025ixs_0110_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=307.9175167+-11.0833028&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=307.9175167&amp;dec=-11.0833028"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=307.9175167&amp;dec=-11.0833028&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
SN2024ryr,308.0553208333333,18.09687222222222,,,74.49195931496791,1.037368927418391,5.065326633165739,True,2026-06-07T05:59:41.910,2026-06-07T11:00:00.000,2026-06-07T10:16:34.975,0.6229701234982596,42.927900941358125,4.402010050251178,38.0077416325374,39.73690552486696,127.557527944345,0.5005479447276819,Prime,Prime,data/products/latest/pages/SN2024ryr_0111.html,data/products/latest/altitude_airmass/SN2024ryr_0111_altitude_airmass.png,data/products/latest/sky_path/SN2024ryr_0111_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.0553208+18.0968722&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.0553208&dec=18.0968722,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.0553208&dec=18.0968722&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/SN2024ryr_0111.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/SN2024ryr_0111_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/SN2024ryr_0111_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.0553208+18.0968722&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.0553208&amp;dec=18.0968722"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.0553208&amp;dec=18.0968722&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024smg,308.0712625,-3.2578638888888887,,,53.14026831315158,1.2488410437744686,4.040201005025054,True,2026-06-07T07:01:12.362,2026-06-07T11:00:00.000,2026-06-07T10:16:34.975,0.6229701234982596,42.927900941358125,4.402010050251178,24.353320923559668,28.239484812876317,127.54158623971136,0.5003961190874888,Prime,Prime,data/products/latest/pages/AT2024smg_0112.html,data/products/latest/altitude_airmass/AT2024smg_0112_altitude_airmass.png,data/products/latest/sky_path/AT2024smg_0112_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.0712625+-3.2578639&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.0712625&dec=-3.2578639,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.0712625&dec=-3.2578639&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024smg_0112.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024smg_0112_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024smg_0112_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.0712625+-3.2578639&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.0712625&amp;dec=-3.2578639"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.0712625&amp;dec=-3.2578639&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024sew,308.262425,16.986505555555556,,,73.38345189218586,1.043151964739966,5.005025125628052,True,2026-06-07T06:03:18.995,2026-06-07T11:00:00.000,2026-06-07T10:20:12.060,0.6229701234982596,42.927900941358125,4.402010050251178,37.012619101535165,38.81606780663157,127.35042169365435,0.4985755063395832,Prime,Prime,data/products/latest/pages/AT2024sew_0113.html,data/products/latest/altitude_airmass/AT2024sew_0113_altitude_airmass.png,data/products/latest/sky_path/AT2024sew_0113_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.2624250+16.9865056&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.2624250&dec=16.9865056,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.2624250&dec=16.9865056&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024sew_0113.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024sew_0113_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024sew_0113_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.2624250+16.9865056&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.2624250&amp;dec=16.9865056"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.2624250&amp;dec=16.9865056&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024tyn,308.42409166666664,-7.349316666666667,,,49.05211779265879,1.3227146020608282,3.798994974874304,True,2026-06-07T07:15:40.704,2026-06-07T11:00:00.000,2026-06-07T10:20:12.060,0.6229701234982596,42.927900941358125,4.402010050251178,22.65629168109845,26.93199448367444,127.18875647380332,0.4970358369230054,Prime,Prime,data/products/latest/pages/AT2024tyn_0114.html,data/products/latest/altitude_airmass/AT2024tyn_0114_altitude_airmass.png,data/products/latest/sky_path/AT2024tyn_0114_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.4240917+-7.3493167&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.4240917&dec=-7.3493167,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.4240917&dec=-7.3493167&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024tyn_0114.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024tyn_0114_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024tyn_0114_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.4240917+-7.3493167&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.4240917&amp;dec=-7.3493167"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.4240917&amp;dec=-7.3493167&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024rgh,308.5079333333333,-1.6482527777777778,,,54.75300793582489,1.223570162932842,4.160804020100429,True,2026-06-07T06:53:58.191,2026-06-07T11:00:00.000,2026-06-07T10:20:12.060,0.6229701234982596,42.927900941358125,4.402010050251178,24.65360789740756,28.34794973518768,127.10491376902304,0.4962373349915976,Prime,Prime,data/products/latest/pages/AT2024rgh_0115.html,data/products/latest/altitude_airmass/AT2024rgh_0115_altitude_airmass.png,data/products/latest/sky_path/AT2024rgh_0115_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.5079333+-1.6482528&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.5079333&dec=-1.6482528,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.5079333&dec=-1.6482528&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024rgh_0115.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024rgh_0115_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024rgh_0115_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.5079333+-1.6482528&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.5079333&amp;dec=-1.6482528"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.5079333&amp;dec=-1.6482528&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024vap,308.6125833333333,14.287730555555555,,,70.68795776511175,1.0591566787673756,4.884422110552677,True,2026-06-07T06:10:33.166,2026-06-07T11:00:00.000,2026-06-07T10:20:12.060,0.6229701234982596,42.927900941358125,4.402010050251178,34.713414738106295,36.72196571682093,127.00026446736008,0.4952406739862204,Prime,Prime,data/products/latest/pages/AT2024vap_0116.html,data/products/latest/altitude_airmass/AT2024vap_0116_altitude_airmass.png,data/products/latest/sky_path/AT2024vap_0116_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.6125833+14.2877306&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.6125833&dec=14.2877306,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.6125833&dec=14.2877306&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024vap_0116.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024vap_0116_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024vap_0116_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.6125833+14.2877306&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.6125833&amp;dec=14.2877306"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.6125833&amp;dec=14.2877306&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
SN2025ixm,308.7070416666666,-10.206880555555555,,,46.195116853940206,1.384118997476921,3.557788944723555,True,2026-06-07T07:30:09.045,2026-06-07T11:00:00.000,2026-06-07T10:20:12.060,0.6229701234982596,42.927900941358125,4.402010050251178,21.80049959471236,26.303107549500893,126.90580978005356,0.4943411031986865,Prime,Prime,data/products/latest/pages/SN2025ixm_0117.html,data/products/latest/altitude_airmass/SN2025ixm_0117_altitude_airmass.png,data/products/latest/sky_path/SN2025ixm_0117_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.7070417+-10.2068806&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.7070417&dec=-10.2068806,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.7070417&dec=-10.2068806&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/SN2025ixm_0117.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/SN2025ixm_0117_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/SN2025ixm_0117_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.7070417+-10.2068806&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.7070417&amp;dec=-10.2068806"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.7070417&amp;dec=-10.2068806&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025nyy,308.95129999999995,-14.630719444444445,,,41.77066174196552,1.4991332452569373,3.1356783919597437,True,2026-06-07T07:55:28.643,2026-06-07T11:00:00.000,2026-06-07T10:20:12.060,0.6229701234982596,42.927900941358125,4.402010050251178,21.349086398454915,26.08712013287077,126.66155292864846,0.492014851558707,Prime,Prime,data/products/latest/pages/AT2025nyy_0118.html,data/products/latest/altitude_airmass/AT2025nyy_0118_altitude_airmass.png,data/products/latest/sky_path/AT2025nyy_0118_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.9513000+-14.6307194&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.9513000&dec=-14.6307194,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.9513000&dec=-14.6307194&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025nyy_0118.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025nyy_0118_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025nyy_0118_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=308.9513000+-14.6307194&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=308.9513000&amp;dec=-14.6307194"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=308.9513000&amp;dec=-14.6307194&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024qae,309.13713333333334,7.030305555555556,,,63.43046328164783,1.1174664131330858,4.522613065326553,True,2026-06-07T06:32:15.678,2026-06-07T11:00:00.000,2026-06-07T10:23:49.146,0.6229701234982596,42.927900941358125,4.402010050251178,29.12768116711909,31.81060731943167,126.47571418744964,0.490244957586713,Prime,Prime,data/products/latest/pages/AT2024qae_0119.html,data/products/latest/altitude_airmass/AT2024qae_0119_altitude_airmass.png,data/products/latest/sky_path/AT2024qae_0119_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=309.1371333+7.0303056&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=309.1371333&dec=7.0303056,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=309.1371333&dec=7.0303056&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024qae_0119.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024qae_0119_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024qae_0119_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=309.1371333+7.0303056&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=309.1371333&amp;dec=7.0303056"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=309.1371333&amp;dec=7.0303056&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024tyb,309.18654999999995,-4.007455555555556,,,52.394614778048044,1.2612223687809656,3.919597989949679,True,2026-06-07T07:08:26.533,2026-06-07T11:00:00.000,2026-06-07T10:23:49.146,0.6229701234982596,42.927900941358125,4.402010050251178,23.034081386966875,26.956349148141054,126.42629816939308,0.4897743293312866,Prime,Prime,data/products/latest/pages/AT2024tyb_0120.html,data/products/latest/altitude_airmass/AT2024tyb_0120_altitude_airmass.png,data/products/latest/sky_path/AT2024tyb_0120_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=309.1865500+-4.0074556&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=309.1865500&dec=-4.0074556,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=309.1865500&dec=-4.0074556&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024tyb_0120.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024tyb_0120_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024tyb_0120_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=309.1865500+-4.0074556&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=309.1865500&amp;dec=-4.0074556"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=309.1865500&amp;dec=-4.0074556&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025lsu,309.2715125,-6.051069444444444,,,50.35179442461384,1.2975808631117849,3.798994974874304,True,2026-06-07T07:15:40.704,2026-06-07T11:00:00.000,2026-06-07T10:23:49.146,0.6229701234982596,42.927900941358125,4.402010050251178,22.22679875699569,26.359545980702823,126.3413396526134,0.4889651992921109,Prime,Prime,data/products/latest/pages/AT2025lsu_0121.html,data/products/latest/altitude_airmass/AT2025lsu_0121_altitude_airmass.png,data/products/latest/sky_path/AT2025lsu_0121_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=309.2715125+-6.0510694&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=309.2715125&dec=-6.0510694,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=309.2715125&dec=-6.0510694&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025lsu_0121.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025lsu_0121_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025lsu_0121_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=309.2715125+-6.0510694&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=309.2715125&amp;dec=-6.0510694"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=309.2715125&amp;dec=-6.0510694&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
