name,ra,dec,bluemag,redmag
AT2024vcm,290.5118166666666,-12.1677,,
AT2024vbh,312.30986666666666,6.567988888888888,,
AT2024vap,308.6125833333333,14.287730555555555,,
AT2024uvv,313.7040208333333,10.390708333333333,,
AT2024uun,300.16012499999994,13.524750000000001,,
AT2024uum,287.3224583333333,4.894194444444444,,
AT2024uul,288.3287083333333,4.246138888888889,,
AT2024uuk,288.4923333333333,4.508083333333333,,
AT2024uuj,287.52591666666666,4.202027777777778,,
AT2024uug,287.68783333333334,4.702194444444444,,
AT2024uuf,287.84679166666666,3.984861111111111,,
AT2024ust,313.6561291666666,-2.8040833333333333,,
AT2024usd,306.2789458333333,-19.268172222222223,,
AT2024urt,296.9350083333333,-18.46583611111111,,
AT2024und,289.67937916666665,-9.418316666666666,,
AT2024umz,316.8459458333333,-13.549752777777778,,
AT2024umh,318.98009999999994,-9.062369444444446,,
AT2024ume,302.02504583333325,-0.23704722222222221,,
AT2024ulc,320.5602125,8.167219444444443,,
AT2024ujk,305.19232083333327,13.460888888888888,,
AT2024uif,313.12804166666666,-1.4468277777777778,,
AT2024ufx,313.9914958333333,-15.491499999999998,,
AT2024ueh,321.51258749999994,5.265605555555555,,
AT2024uds,293.6041625,-17.09293333333333,,
AT2024udm,302.36819166666663,-18.052655555555557,,
AT2024ucl,316.38075416666663,5.841369444444444,,
AT2024ubw,287.1861666666666,-12.844861111111111,,
AT2024uah,300.1181458333333,-3.009533333333333,,
AT2024tyt,310.43915416666664,-12.348386111111111,,
AT2024tyn,308.42409166666664,-7.349316666666667,,
SN2024tyg,309.3275458333333,-8.041994444444445,,
AT2024tyb,309.18654999999995,-4.0074555555555555,,
AT2024txp,311.9607541666666,-11.058886111111113,,
AT2024txn,297.1400958333333,-17.705777777777776,,
AT2024twt,297.54496666666665,-10.971522222222223,,
AT2024twr,311.208375,2.1368722222222223,,
AT2024twj,311.95870833333333,15.717472222222222,,
AT2024tvy,311.317725,-16.292075,,
AT2024tuo,322.0846708333333,0.3774722222222222,,
AT2024tca,319.95909583333327,-4.0905555555555555,,
AT2024tbk,312.1332,-10.537575,,
AT2024tbg,311.81019583333335,-1.51215,,
AT2024tbb,305.37931249999997,-9.227675,,
AT2024szt,315.15355,0.5165444444444445,,
AT2024syx,284.45687499999997,-4.374372222222222,,
AT2024sxn,319.77844583333325,0.5871000000000001,,
AT2024sww,321.11544999999995,3.873336111111111,,
AT2024swu,298.90083749999997,-17.58356388888889,,
AT2024svz,320.5132958333333,-5.296211111111111,,
AT2024svy,320.90455,7.485236111111111,,
AT2024suo,315.72794166666665,3.818772222222222,,
AT2024sun,313.48279999999994,-9.991194444444444,,
AT2024suf,285.33600833333327,-8.761397222222222,,
AT2024sua,295.56923333333333,10.168277777777778,,
AT2024stq,293.7462208333333,-1.6048194444444446,,
AT2024ssm,300.03697916666664,-14.944611111111112,,
SN2024sry,297.51099999999997,-15.251386111111112,,
AT2024sqw,305.255025,0.48365,,
AT2024spv,320.2135541666666,1.8737777777777778,,
AT2024sox,315.13612499999994,0.3855055555555556,,
AT2024son,297.44787499999995,12.105022222222221,,
AT2024snm,311.8222208333333,-10.683927777777779,,
SN2024snj,311.6095041666666,-17.89944722222222,,
AT2024smg,308.0712625,-3.2578638888888887,,
AT2024slv,290.1480416666666,15.074916666666667,,
SN2024ryr,308.0553208333333,18.09687222222222,,
AT2024vsx,300.281125,5.256597222222222,,
AT2024vjt,310.40209166666665,5.939316666666667,,
AT2024vgm,284.30248333333327,-8.121263888888889,,
AT2024vee,290.1461249999999,10.450388888888888,,
AT2024aajq,318.02705,7.347083333333333,,
AT2024aaes,318.3695708333333,0.08279166666666667,,
AT2024ytc,320.2342958333333,0.09171666666666667,,
AT2024yfy,320.0337708333333,2.3944638888888887,,
SN2024uzd,313.2688958333333,-12.578163888888888,,
SN2024uab,314.8067166666666,-5.838533333333333,,
SN2024srk,291.06324583333327,-7.247019444444445,,
SN2024rrg,311.9810708333333,-17.755341666666666,,
SN2024qfq,314.49253333333326,-6.214097222222223,,
RXS_J00031-1805,0.7827023,-18.0971558,13.0,15.17
NPM_1G-19.0008,3.4835103,-18.9018648,13.58,16.29
PGC_884046,11.4780834,-17.3915278,13.83,17.92
3HSPJ004927.8+395003,12.3662195,39.8338793,13.35,18.67
NPM1G-09.0033,14.0836694,-9.6082937,11.54,14.81
UGC_773,18.4297727,2.371474,13.67,15.44
6dF_J011724.4-222760,19.3517418,-22.4666566,13.65,17.73
UGC_842,19.7234321,-1.0020142,13.62,14.11
PGC_2513233,22.8076018,55.7536048,13.72,17.85
6dF_J013606.2-095653,24.02589,-9.9478969,13.71,17.11
PKS_0144-522,26.7024016,-52.0426746,11.47,12.1
NPM1G+01.0067,28.1650452,1.7881626,13.61,16.29
8C_0149+710,28.3576977,71.2518165,11.24,15.11
87GB_02109+5130,33.574748,51.7477628,12.26,14.43
PGC_489220,34.0694167,-48.2738056,13.54,15.19
MCG_7-05-032,34.1020556,40.0100278,11.16,13.57
PKS_0229-581,37.7876389,-57.9184445,9.11,9.69
NPM1G+10.0097,41.3061451,10.7896789,12.08,15.79
2FGL_J0250.6+1713,42.5728141,17.1360701,0.0,21.69
UGC_2366,43.500185,36.4310845,8.3,11.14
V_Zw_326,48.2095326,36.255428,13.63,16.49
V_Zw_331,48.4901777,41.2566573,10.46,13.12
PGC_398865,51.3480259,-56.5957364,12.84,21.15
MS_03500-3712,57.9774167,-37.0619584,13.66,14.38
PKS_0352-686,58.2395133,-68.5213964,11.77,12.46
WN_B0343.1+8247,58.285578,82.9420602,13.42,16.54
DENISP_G_J0357287-462543,59.3696553,-46.4286776,13.19,14.09
PGC_287938,59.3873132,-68.159083,13.42,14.55
MCG_-1-12-005,66.4636389,-8.5600556,10.64,12.64
PGC_255538,69.6545872,-73.4892609,13.8,16.04
1ES_0446+449,72.5275834,45.0517778,13.54,20.28
PGC_609990,76.5069654,-38.3487941,13.84,16.02
PGC_344820,81.9389167,-62.4221667,10.29,11.22
PKS_0548-322,87.6690445,-32.2712469,13.18,15.65
TXS_0554+534,89.5491587,53.4716283,11.12,15.21
GB6_J0601+5315,90.5018579,53.2666755,12.79,16.38
NPM1G+42.0131,104.0444227,42.6174315,11.63,15.08
PGC_2523849,104.1980385,56.0526691,11.1,14.01
NGC_2332,107.3925118,50.1822947,8.95,11.18
NPM_1G+45.0093,108.7913659,45.4322034,12.51,14.78
IVS_B0729-826,110.914193,-82.794747,0.0,0.0
3HSPJ072529.5-050336,111.3731786,-5.0604125,13.6,16.7
PKS_0735+17,114.5308067,17.7052767,13.4,14.68
RXS_J07546+3911,118.6544532,39.1799372,13.98,15.9
B2_0806+35,122.4120352,34.9270093,13.18,15.43
1REX_J08109+4911,122.7274873,49.1843945,13.73,17.12
1WGA_J0816.0-0736,124.0174685,-7.59992,11.27,14.28
PGC_2328287,125.1171204,48.8964948,13.64,17.39
MCG_7-19-027,136.719991,41.4082393,11.96,13.85
MCG_8-17-034,136.9847192,49.5967237,9.9,12.24
DRCG_14-25,137.0091822,-9.993738,11.86,15.11
LCRS_B101246.6-112306,153.8095,-11.6342778,13.41,17.18
NGC_3468,164.3798709,40.946151,8.8,10.1
MARK_421,166.1138081,38.2088329,9.64,12.22
SDSS_J110553.81+394656.9,166.4742478,39.782479,11.69,22.0
SDSS_J111916.54+623925.8,169.8189459,62.6571741,13.65,16.46
3HSPJ112635.6-425212,171.6482208,-42.8700204,13.61,20.3
LEDA_566417,172.5293274,-42.2446938,13.83,15.73
MARK_180,174.1100392,70.1575866,11.12,12.85
SBS_1200+608,180.7646117,60.5219888,11.73,15.31
NGC_4148,182.5331947,35.8776183,12.68,12.6
RXS_J12161+0929,184.0258732,9.4860049,13.34,16.35
ON_231,185.3820427,28.2329168,13.85,14.78
CGCG_43-56,193.4458588,3.4417877,12.71,15.59
6dF_J125457.5-442457,193.7396383,-44.4157224,10.07,12.89
MRC_1258-229,195.2437123,-23.2044105,13.25,17.28
ESO_443-24,195.253292,-32.4413612,8.39,11.56
PGC_1400322,196.7996562,11.8879264,13.09,16.0
PGC_2178259,199.4133318,41.2626666,10.11,13.01
PGC_659653,200.419292,-34.6313612,12.61,12.68
PGC_2157982,201.3056875,39.9314548,11.31,14.42
NGC_5128,201.365094,-43.01922,7.19,0.0
NGC_5311,207.2336309,39.9851914,8.13,9.7
IC_4374,211.874011,-27.0178588,9.23,8.89
RXS_J14164+2315,214.1140604,23.2562601,13.13,16.81
OQ_530,214.9441569,54.387441,13.61,15.08
RGB_J1427+541,216.8761642,54.1565886,13.31,15.84
RXS_J14401+3707,220.0143674,37.1242776,11.55,16.27
AP_LIB,229.4242231,-24.3720784,12.64,15.01
NPM_1G+67.0119,229.5372724,66.9645574,9.26,12.02
PGC_1040546,230.1638152,-5.7770376,13.2,16.25
RXS_J15320+3016,233.0093,30.2746839,12.42,14.97
RXS_J15398+4143,234.9641098,41.7237182,12.73,15.56
MCG_10-23-012,239.757124,59.4060631,9.11,11.21
GIN_463,240.9086196,15.9007172,12.94,16.41
PKS_1608-83,244.9607769,-83.824695,13.99,15.45
RXS_J16249+7554,246.2357145,75.9155497,12.83,14.7
NGC_6146,246.2930213,40.892872,8.44,9.1
RXS_J16489+3954,252.2328908,39.9103416,10.41,13.4
MARK_501,253.4675689,39.7601674,7.12,10.97
3HSPJ165938.0+682618,254.9081389,68.4387223,11.83,14.28
Arp_102B,259.8103753,48.9803989,10.71,12.46
GB6_J173410+421933,263.5563754,42.3325834,13.68,15.74
NPM1G+19.0510,265.9909709,19.5858358,13.0,16.2
CGCG_227-1,267.6713475,39.9497513,11.21,13.42
GB6_J175704+535153,269.2778598,53.86042,12.7,16.4
NPM_1G+55.0300,269.3678191,55.3866312,11.49,14.1
3C_371.0,271.7111682,69.8244745,12.52,14.43
PGC_2539737,271.9077778,56.5309723,12.75,13.67
6dF_J183820.6-602522,279.5859964,-60.4229551,13.11,15.62
PGC_2632696,280.14025,62.2139445,12.08,14.16
ESO_45-11,280.1608154,-77.1579583,8.07,9.12
3HSPJ195021.9+604753,297.5910546,60.7983184,13.65,14.82
1ES_1959+650,299.9993857,65.1485143,12.1,15.46
PKS_2005-489,302.3557961,-48.8315895,10.96,11.51
PGC_621219,310.4593538,-37.5611063,13.83,15.78
MG2_J204208+2426,310.5252044,24.4478722,13.86,16.48
PGC_920875,314.6947798,-14.7180497,13.67,15.87
NPM1G-04.0578,326.3891132,-4.5775518,11.8,14.32
RXS_J21470-1019,326.7518917,-10.3199801,11.28,14.59
PKS_2155-304,329.7169383,-30.2255891,12.88,14.17
BL_LAC,330.6803808,42.2777718,12.59,14.8
MS_2159.5-5649,330.7221497,-56.5950413,11.93,13.29
NGC_7213,332.3175445,-47.1666895,10.93,0.0
NPM1G-09.0688,334.3584034,-9.1183173,12.54,14.1
J2310-437,347.6739836,-43.7928431,11.65,14.71
PKS_2316-423,349.7745669,-42.1134286,8.93,11.09
DENISP_G_J2322404-422044,350.6683581,-42.3451827,11.41,11.95
TXS_2320+343,350.6833943,34.6038538,13.9,17.0
1ES_2344+514,356.7701568,51.7049654,11.38,14.09
AT2025khr,283.16024999999996,-14.989305555555555,,
AT2025jzg,285.3042958333333,-38.42862777777778,,
AT2025jsn,290.0168833333333,-17.095038888888887,,
AT2025jsm,291.21834999999993,-17.035819444444446,,
AT2025lki,276.48883333333333,-10.6145,,
AT2025ljk,276.02224999999993,-22.55977777777778,,
AT2025ljj,284.09825,-15.576416666666667,,
AT2025lix,286.6152625,-28.9123,,
AT2025lit,284.26737499999996,-40.24677777777778,,
AT2025lhy,291.1670458333333,-14.128080555555556,,
AT2025kxx,275.2783916666666,-27.611222222222224,,
AT2025kvh,290.71692083333335,-12.917638888888888,,
AT2025mky,290.79562916666663,-20.688441666666666,,
AT2025mkj,286.8410416666667,-14.033416666666666,,
AT2025mhg,280.248875,-22.667,,
SN2025lxe,287.29428749999994,-38.251488888888886,,
AT2025mwc,290.6568458333333,-23.90251111111111,,
AT2025mvf,262.4572083333333,-14.991222222222222,,
SN2025myo,293.46805,-18.836827777777778,,
AT2025nwz,288.60022499999997,-32.55491388888888,,
AT2025nqu,254.32893333333328,-23.08770277777778,,
AT2025nqq,290.7090666666666,-26.614811111111113,,
AT2025ksk,317.4294541666666,-9.840152777777778,,
AT2025ksf,318.587275,-12.444875,,
AT2025kse,317.9525875,-12.657708333333334,,
AT2025krr,318.93281249999995,-13.430347222222222,,
AT2025krq,318.77442499999995,-12.531225000000001,,
AT2025krn,317.94071249999996,-12.718180555555556,,
AT2025krm,316.98794999999996,-9.916808333333332,,
AT2025krl,316.44445833333333,-10.048638888888888,,
AT2025kqr,317.1541291666666,-9.483280555555556,,
AT2025kqc,314.8143666666667,-13.533100000000001,,
AT2025koy,309.8875833333333,-17.60692777777778,,
AT2025kjz,294.98127916666664,-2.1931916666666664,,
AT2025kdw,318.48747083333325,-12.536488888888888,,
AT2025jxm,301.9860083333333,-8.012627777777778,,
AT2025jsq,293.33956666666666,-36.967797222222224,,
AT2025jqw,298.93784999999997,-21.414116666666665,,
AT2025jov,311.58678333333324,-27.507833333333334,,
AT2025izx,309.8345208333333,-5.472519444444445,,
AT2025ixs,307.91751666666664,-11.083302777777778,,
AT2025ixr,303.7955458333333,-8.481058333333333,,
AT2025ixp,302.49427499999996,-10.461372222222222,,
SN2025ixm,308.7070416666666,-10.206880555555555,,
AT2025lfo,297.88590416666665,-5.553566666666667,,
SN2025kxz,306.4316875,-19.733505555555556,,
AT2025kvd,303.82244999999995,-12.490725,,
SN2025kfd,300.99561666666665,-28.248491666666666,,
AT2025mtp,295.9997125,-28.384777777777778,,
AT2025mtk,296.34605416666665,-19.12683611111111,,
AT2025msu,317.3579666666666,-23.779708333333332,,
AT2025msc,313.21023749999995,-9.143041666666667,,
AT2025mrv,317.0462166666666,-9.830727777777778,,
AT2025mrh,316.69341249999997,-8.92085,,
AT2025mqs,308.194075,-33.19419722222222,,
AT2025mkl,310.9974791666666,-10.351175,,
SN2025mjx,296.95017916666666,-27.5111,,
AT2025mju,310.7980291666666,-18.598591666666664,,
AT2025mjs,309.0509875,-17.270805555555555,,
AT2025mjo,315.34681249999994,-18.657705555555555,,
AT2025mjn,307.65774166666665,-25.600675000000003,,
AT2025mjl,314.15018749999996,-25.116883333333334,,
AT2025mhz,297.32899166666664,-1.037838888888889,,
AT2025mgy,294.0533291666667,-12.48841111111111,,
SN2025mcn,291.61420833333335,-6.397772222222223,,
AT2025maw,295.9294083333333,-25.051508333333334,,
AT2025mah,295.38622083333325,-19.973002777777776,,
AT2025lyx,314.8927625,-17.74207777777778,,
AT2025lvz,302.6942041666666,-7.733175,,
AT2025lvn,314.87211666666667,-13.689208333333333,,
AT2025lvm,312.241775,-8.519147222222223,,
AT2025lvl,311.5410749999999,-8.94155,,
AT2025lvf,315.92501666666664,-10.187422222222223,,
AT2025lux,317.32497916666665,-13.188333333333334,,
AT2025luw,317.28202916666663,-13.519130555555556,,
AT2025luv,317.12144583333327,-13.244941666666666,,
AT2025luu,316.66619583333335,-8.652088888888889,,
AT2025luq,317.70615833333335,-11.99456111111111,,
AT2025luo,314.408825,-14.402936111111112,,
AT2025ltz,316.8305875,-10.59351388888889,,
AT2025lty,319.00946666666664,-13.513472222222223,,
AT2025ltx,317.76112499999994,-13.578558333333334,,
AT2025ltw,317.63376666666665,-14.82503611111111,,
AT2025ltv,317.16425,-14.530497222222223,,
AT2025ltu,315.75931249999996,-12.288869444444444,,
AT2025ltt,314.9510375,-12.815933333333334,,
AT2025lts,314.0850083333333,-12.662302777777779,,
AT2025ltj,316.29482499999995,-10.647025,,
AT2025lti,316.1221375,-9.065169444444445,,
AT2025lth,315.77503749999994,-10.483019444444444,,
AT2025ltg,312.60750833333327,-10.26585,,
AT2025ltf,311.4578458333333,-9.178263888888889,,
AT2025lsu,309.2715125,-6.051069444444444,,
SN2025lsr,298.5897499999999,-18.714233333333333,,
AT2025mus,316.8500041666666,-23.626694444444446,,
AT2025muk,317.16352916666665,-27.365850000000002,,
SN2025lfn,302.91991249999995,-8.12953888888889,,
SN2025kvi,297.2684916666666,-10.49973611111111,,
AT2025nld,307.1088,-28.942219444444444,,
AT2025nlc,297.2463625,-31.161477777777776,,
AT2025njo,319.43559583333337,-14.3718,,
AT2025njn,315.82362916666665,-12.124705555555556,,
AT2025njm,315.3451083333333,-11.947536111111111,,
AT2025njl,314.8028875,-12.344230555555557,,
AT2025njf,319.08257499999996,-13.029083333333334,,
AT2025nje,317.22330416666665,-14.031783333333333,,
AT2025njd,315.2529791666666,-14.847091666666667,,
AT2025njc,314.7940583333333,-12.350558333333334,,
AT2025njb,314.7234333333333,-13.537608333333333,,
AT2025niv,311.7187208333333,-8.784897222222222,,
AT2025nik,314.4920541666666,-11.794738888888888,,
AT2025nif,318.2779749999999,-13.551908333333333,,
AT2025nie,317.6402458333333,-14.026747222222223,,
AT2025nib,314.5073124999999,-11.850674999999999,,
AT2025nhr,311.7001166666666,-8.765869444444444,,
AT2025nhq,311.4923208333333,-9.317991666666666,,
AT2025nhi,317.4882833333333,-14.219477777777778,,
AT2025nhe,314.245775,-12.649433333333333,,
AT2025nhc,315.5802958333333,-15.120172222222223,,
AT2025ngq,311.87215,-22.46568611111111,,
AT2025nfc,286.5377666666667,-5.933211111111111,,
AT2025ndr,306.33050833333334,-2.4999444444444445,,
AT2025ncv,307.8474958333333,-26.557769444444446,,
AT2025nck,315.9774333333333,-10.453994444444444,,
AT2025nah,303.83959583333325,-23.144063888888887,,
AT2025myr,313.85566666666665,-23.813794444444444,,
AT2025mxm,296.63257083333326,-9.350055555555555,,
SN2025mxf,305.3107875,-32.02880555555556,,
AT2025mwy,303.2535166666666,-21.930525000000003,,
AT2025mwt,306.2970041666666,-22.510455555555556,,
SN2025mma,310.7921458333332,-18.765244444444445,,
SN2025mjq,300.0242041666666,-25.80278888888889,,
SN2025mhq,298.8182,-1.353663888888889,,
SN2025lxh,304.19513749999993,-22.289611111111114,,
AT2025nzl,294.73167083333334,-37.03901388888889,,
AT2025nzk,307.3087791666666,-22.397083333333335,,
AT2025nzj,313.88893749999994,-18.68621388888889,,
AT2025nze,319.93009583333327,-20.726669444444443,,
AT2025nyy,308.95129999999995,-14.630719444444445,,
AT2025nyk,314.55966249999994,-12.500005555555555,,
AT2025nxi,310.2306625,-24.633316666666666,,
SN2025nxh,314.8241,-7.434283333333333,,
AT2025nwy,319.4131208333333,-22.790797222222224,,
AT2025nqs,310.1134666666666,-7.248491666666666,,
AT2025nqm,310.53169166666663,-8.671769444444443,,
AT2025nql,310.2021916666667,-11.963905555555554,,
AT2025nqj,298.0557166666666,-14.653002777777779,,
SN2025nox,306.6440916666666,-4.116286111111111,,
